,Deposit,DepositGroup,DepositType,Country,Region,Lat,Lon,Age_Ma,Age_Error_Ma,Age_Method,Age_Confidence,Ore_Tonnage_Mt,Cu_Grade_Percent,Cu_Tonnage_Mt,Tectonic_Setting,Source,References,Notes,Recon_Age_Ma,Age_Mod_Flag,Plate_ID
2638,Osborne Lake,VMS,Bimodal-Mafic,Canada,Manitoba,54.95861111,-99.73,1800.0,,,,3.38,3.14,0.106132,Bimodal-mafic in oceanic arc,Mosier_2009,"Bamburak, J.D., 1977, Important mineral properties of Manitoba: Manitoba Department of Mines, Resources and Environmental Management Open-File Report 77/2, 37 p.; Davies, J.F., 1960, Massive sulphide deposits in Manitoba: Canadian Institute of Mining and Metallurgical Bulletin, v. 53, no. 575, p. 141–144.; Esposito, B., 1980, Copper and zinc in Manitoba: Manitoba Department of Energy and Mines Educational Series ES 80-2, p. 10–11, 20–21.; Gair, J.E., Baldwin, D.A., and Koo, J., 1980, A geological evaluation of Precambrian massive sulphide deposit potential in Manitoba: Manitoba Department of Energy and Mines Economic Geology Report ER79-1, 137 p.; Manitoba Mineral Resources Division, 1979, Geological map of Manitoba: Map 79-2, scale 1:1,000,000.; Manitoba Mineral Resources Division, 1980, Mineral map of Manitoba: Map 80-1, scale 1:1,000,000.; Northern Miner Press Ltd., 1955-1980, Canadian mines handbook: Toronto, Canada.; Syme, E.C., and Bailes, A.H., 1993, Stratigraphic and tectonic setting of Early Proterozoic volcanogenic massive sulfide deposits, Flin Flon, Manitoba: Economic Geology, v. 88, no. 3, p. 566–589.",Massive. Island arc tholeiite.,600.0,0,101
2639,Photo Lake,VMS,Felsic,Canada,Manitoba,54.86166667,-100.1030556,1800.0,,,,0.66,5.6,0.03696,Siliciclastic-felsic in mature epicontinental arc,Mosier_2009,"Gale, G.H., Dabek, L.B., and Fedikow, M.A.F., 1997, The application of rare earth element analyses in the exploration for volcanogenic massive sulfide type deposits: Exploration and Mining Geology, v. 6, no. 3, p. 233–252.",Ore depleted. Juvenile tholeiitic arc.,600.0,0,101
2640,Pine Bay,VMS,Bimodal-Mafic,Canada,Manitoba,54.76555556,-101.6175,1800.0,,,,1.36,1.3,0.01768,Bimodal-mafic in oceanic arc,Mosier_2009,"Bamburak, J.D., 1977, Important mineral properties of Manitoba: Manitoba Department of Mines, Resources and Environmental Management Open-File Report 77/2, 37 p.; Bamburak, J.D., 1980, Mineral inventory of Manitoba: Manitoba Department of Energy and Mines, Mineral Resources Division Economic Geology Report ER79-6, microfiche.; Gair, J.E., Baldwin, D.A., and Koo, J., 1980, A geological evaluation of Precambrian massive sulphide deposit potential in Manitoba: Manitoba Department of Energy and Mines Economic Geology Report ER79-1, 137 p.; Manitoba Mineral Resources Division, 1979, Geological map of Manitoba: Map 79-2, scale 1:1,000,000.; Manitoba Mineral Resources Division, 1980, Mineral map of Manitoba: Map 80-1, scale 1:1,000,000.;",Massive. Beneath Sourdough Bay in Athapapuskow Lake.,600.0,0,101
2641,Pot Lake,VMS,Bimodal-Mafic,Canada,Manitoba,54.78,-100.1816667,1800.0,,,,0.1,1.43,0.0014299999999999,Bimodal-mafic in oceanic arc,Mosier_2009,"Bamburak, J.D., 1980, Mineral inventory of Manitoba: Manitoba Department of Energy and Mines, Mineral Resources Division Economic Geology Report ER79-6, microfiche.; Canada Department of Energy, Mines and Resources, 1980, Canadian mineral deposits not being mined in 1980: Mineral Policy Sector Internal Report MRI 80/7, 294 p.; Divi, S.R., Thorpe, R.I., and Franklin, J.M., 1980, Use of discriminant analysis to evaluate compositional controls of stratiform massive sulphide deposits in Canada: Geological Survey of Canada Paper 77-20, 23 p.; Manitoba Mineral Resources Division, 1979, Geological map of Manitoba: Map 79-2, scale 1:1,000,000.; Manitoba Mineral Resources Division, 1980, Mineral map of Manitoba: Map 80-1, scale 1:1,000,000.;",Massive lenses. Extends down to 243 m depth.,600.0,0,101
2642,Rail Lake,VMS,Bimodal-Mafic,Canada,Manitoba,54.74833333,-100.5916667,1800.0,,,,,,,Bimodal-mafic in oceanic arc,Mosier_2009,"Canada Department of Energy, Mines and Resources, 1980, Canadian mineral deposits not being mined in 1980: Mineral Policy Sector Internal Report MRI 80/7, 294 p.; Gair, J.E., Baldwin, D.A., and Koo, J., 1980, A geological evaluation of Precambrian massive sulphide deposit potential in Manitoba: Manitoba Department of Energy and Mines Economic Geology Report ER79-1, 137 p.; Gale, G.H., and Koo, J., 1977, Evaluation of massive sulphide environments, in Resources and environmental management, 1976-1977, Non-renewable Resource Evaluation Program (NREP): Manitoba, Canada Department of Energy, Mines and Resources, and Manitoba Department of Mines, 2nd Annual Report, pt. A, Technical Reports, 90 p.; Galley, Alan, Hannington, Mark, and Jonasson, Ian, 2007, Mineral deposits of Canada—Volcanogenic-associated massive sulfide deposits (VMS): Canada Geological Survey website http://gsc.nrcan.gc.ca/mindep/synth_dep/vms/ (last accessed October 9, 1908).; Leonard, Brad, 2007, Snow Lake project, Snow Lake, Manitoba, Canada: Rockcliff Resources Inc., Independent Technical Report, 91 p.; Mantoba Mineral Resources Division, 1979, Geological map of Manitoba: Map 79-2, scale 1:1,000,000.; Manitoba Mineral Resources Division, 1980, Mineral map of Manitoba: Map 80-1, scale 1:1,000,000.; Northern Miner, 2007, v. 93, no. 8, April 16-22, p. 16.; Rockcliff Resources Inc., 2007, Rockcliff drilling intersects massive sulphides at Snow Lake: News Release, November 5, 2007, Sudbury, Ontario, http://www.canstock.com/shownews?article_id=1343 (last accessed December 14, 2007).","Massive, single lens 1.6 m wide, appears to be in a shear zone. Resource 0.359 million t @ 3.54% Cu, 0.9% Zn, 0.48 g/t Au, 8.22 g/t Ag, open along strike. Recent drilling has intersected extension of ore 300 m along strike.",600.0,0,101
2643,Reed Lake,VMS,Bimodal-Mafic,Canada,Manitoba,54.63694444,-100.5488889,1800.0,,,,,,,Bimodal-mafic in oceanic arc,Mosier_2009,"Annis, R.C., Cranstone, D.A., and Vallee, M., 1976, A survey of known mineral deposits in Canada that are not being mined: Ottawa, Department of Energy, Mines, and Resources, 92 p.; Bamburak, J.D., 1980, Mineral inventory of Manitoba: Manitoba Department of Energy and Mines, Mineral Resources Division Economic Geology Report ER79-6, microfiche.; Canada Department of Energy, Mines and Resources, 1980, Canadian mineral deposits not being mined in 1980: Mineral Policy Sector Internal Report MRI 80/7, 294 p.; Divi, S.R., Thorpe, R.I., and Franklin, J.M., 1980, Use of discriminant analysis to evaluate compositional controls of stratiform massive sulphide deposits in Canada: Geological Survey of Canada Paper 77-20, 23 p.; Gale, G.H., and Koo, J., 1977, Evaluation of massive sulphide environments, in Resources and environmental management, 1976-1977, Non-renewable Resource Evaluation Program (NREP): Manitoba, Canada Department of Energy, Mines and Resources, and Manitoba Department of Mines, 2nd Annual Report, pt. A, Technical Reports, 90 p.; Galley, Alan, Hannington, Mark, and Jonasson, Ian, 2007, Mineral deposits of Canada—Volcanogenic-associated massive sulfide deposits (VMS): Canada Geological Survey website, http://gsc.nrcan.gc.ca/mindep/synth_dep/vms/ (last accessed October 9, 1908).; Leonard, Brad, 2007, Snow Lake project, Snow Lake, Manitoba, Canada: Rockcliff Resources Inc., Independent Technical Report, 91 p.; Manitoba Mineral Resources Division, 1979, Geological map of Manitoba: Map 79-2, scale 1:1,000,000.; Manitoba Mineral Resources Division, 1980, Mineral map of Manitoba: Map 80-1, scale 1:1,000,000.; Northern Miner, 2007, v. 93, no. 8, April 16-22, p. 16.;","Massive, two parallel lenses (Red and Green zones), 3.4 and 7.9 m thick, 90 to 100 m strike length. Extends down to 549 m depth. Not exposed, beneath Reed Lake. Resource 1.24 million t @ 2.3% Cu, 0.2% Zn, 0.13 g/t Au, 3.22 g/t Ag or 1.36 million t @ 2.09% Cu, open to the west and at depth. Leonard (2007) reported andesite instead of basalt.",600.0,0,101
2644,Rod,VMS,Bimodal-Mafic,Canada,Manitoba,54.85916667,-99.91361111,1800.0,,,,0.63,5.37,0.033831,Bimodal-mafic in oceanic arc,Mosier_2009,"American Metal Market, 1980, Hudson Bay leasing Manitoba orebody: v. 88, no. 66, p. 7.; Bamburak, J.D., 1980, Mineral inventory of Manitoba: Manitoba Department of Energy and Mines, Mineral Resources Division Economic Geology Report ER79-6, microfiche.; Canada Department of Energy, Mines and Resources, 1980, Canadian mineral deposits not being mined in 1980: Mineral Policy Sector Internal Report MRI 80/7, 294 p.; Davies, J.F., 1960, Massive sulphide deposits in Manitoba: Canadian Institute of Mining and Metallurgical Bulletin, v. 53, no. 575, p. 141–144.; Esposito, B., 1980, Copper and zinc in Manitoba: Manitoba Department of Energy and Mines Educational Series ES 80-2, p. 10–11, 20–21.; Gair, J.E., Baldwin, D.A., and Koo, J., 1980, A geological evaluation of Precambrian massive sulphide deposit potential in Manitoba: Manitoba Department of Energy and Mines Economic Geology Report ER79-1, 137 p.; Gale, G.H., and Koo, J., 1977, Evaluation of massive sulphide environments, in Resources and environmental management, 1976-1977, Non-renewable Resource Evaluation Program (NREP): Manitoba, Canada Department of Energy, Mines and Resources, and Manitoba Department of Mines, 2nd Annual Report, pt. A, Technical Reports, 90 p.; Heslop, J.B., and Stockford, H.R., 2005, Technical report on the Rod-Linda-McKayseff base metal property, Snow Lake area, Manitoba, Canada, NTS Map Sheet 63J/13: unpublished report prepared for Thundermin Resources Inc., 51 p.; Manitoba Mineral Resources Division, 1979, Geological map of Manitoba: Map 79-2, scale 1:1,000,000.; Manitoba Mineral Resources Division, 1980, Mineral map of Manitoba: Map 80-1, scale 1:1,000,000.; Sangster, D.F., 1972, Precambrian volcanogenic massive sulphide deposits in Canada—A review: Geological Survey of Canada Special Paper 72-22, 44 p.; Syme, E.C., and Bailes, A.H., 1993, Stratigraphic and tectonic setting of Early Proterozoic volcanogenic massive sulfide deposits, Flin Flon, Manitoba: Economic Geology, v. 88, no. 3, p. 566–589.; Thundermin Resources Inc., 2007, Linda-McKayseff-Rod (”RLM”) copper-zinc project, Snow Lake area, Manitoba:website, http://www.thundermin.com/ (last accessed December 13, 2007).","Massive lenses, Zones 1 and 2, down-plunge extension of Zone 1. Zone 1 thought to be a stringer zone for Zone 2. Island arc tholeiite.",600.0,0,101
2645,Ruttan,VMS,Bimodal-Mafic,Canada,Manitoba,56.475,-99.63722222,1800.0,,,,82.8,1.37,1.13436,Bimodal-mafic in oceanic arc,Mosier_2009,"Barrie, C.T., Taylor, Craig, and Ames, D.E., 2005, Geology and metal contents of the Ruttan volcanogenic massive sulfide deposit, northern Manitoba, Canada: Mineralium Deposita, v. 39, p. 795–812.; Canada Department of Energy, Mines and Resources (formerly Department of Mines and Technical Surveys), 1960-1980, Canadian mineral yearbook 1957-1978: Ottawa, Mineral Report 1-28.; Esposito, B., 1980, Copper and zinc in Manitoba: Manitoba Department of Energy and Mines Educational Series ES 80-2, p. 10–11, 20–21.; Franklin, J.M., Lydon, J.W., and Sangster, D.F., 1981, Volcanic-associated massive sulfide deposits: Economic Geology 75th Anniversary Volume, p. 485–627.; Gair, J.E., Baldwin, D.A., and Koo, J., 1980, A geological evaluation of Precambrian massive sulphide deposit potential in Manitoba: Manitoba Department of Energy and Mines Economic Geology Report ER79-1, 137 p.; Hannington, M.D., Barrie, C.T., and Bleeker, W., 1999, The Giant Kidd Creek volcanogenic massive sulfide deposit, Western Abitibi Subprovince, Canada: Economic Geology Monograph 10, p. 1–30.; Hannington, Mark, Galley, Alan, and Jonasson, Ian, 2006, Volcanogenic massive sulfide deposits: Geological Survey of Canada web site, http://gsc.nrcan.gc.ca/mindep/synth_dep/vms/index_e.php (last accessed January 30, 2006).; Manitoba Mineral Resources Division, 1979, Geological map of Manitoba: Map 79-2, scale 1:1,000,000.; Manitoba Mineral Resources Division, 1980, Mineral map of Manitoba: Map 80-1, scale 1:1,000,000.; Speakman, D.S., and Plummer, I.M., 1978, Surveying of diamond drill holes at Sherritt Gordon’s Ruttan mine: Canadian Institute of Mining and Metallurgical Bulletin, v. 71, no. 789, p. 58–65.; Speakman, D.S., Chornoby, P.J., Haystead, B.C.W., and Holmes, G.F., 1982, Geology of the Ruttan deposit, Northern Manitoba,  in Hutchinson, R.W., Spence, C.D., and Franklin, J.M., eds., Precambrian sulphide deposits: Geological Association of Canada Special Paper 25, p. 525–555.","Massive lenses, en echelon, stringer. Tholeiitic, subalkaline.",600.0,0,101
2646,Schist Lake,VMS,Bimodal-Mafic,Canada,Manitoba,54.71916667,-101.8252778,1800.0,,,,1.88,4.21,0.079148,Bimodal-mafic in oceanic arc,Mosier_2009,"Davies, J.F., 1960, Massive sulphide deposits in Manitoba: Canadian Institute of Mining and Metallurgical Bulletin, v. 53, no. 575, p. 141–144.; Esposito, B., 1980, Copper and zinc in Manitoba: Manitoba Department of Energy and Mines Educational Series ES 80-2, p. 10–11, 20–21.; Gair, J.E., Baldwin, D.A., and Koo, J., 1980, A geological evaluation of Precambrian massive sulphide deposit potential in Manitoba: Manitoba Department of Energy and Mines Economic Geology Report ER79-1, 137 p.; Manitoba Mineral Resources Division, 1979, Geological map of Manitoba: Map 79-2, scale 1:1,000,000.; Manitoba Mineral Resources Division, 1980, Mineral map of Manitoba: Map 80-1, scale 1:1,000,000.; Simard, R.-L., 2006, Geology of the Schist Lake—Mandy mines area, Flin Flon, Manitoba (parts of NTS 63K12): Manitoba Geological Survey, Manitoba Science, Technology, Energy and Mines, Preliminary Map PMAP2006-1, scale 1:5,000.; Syme, E.C., and Bailes, A.H., 1993, Stratigraphic and tectonic setting of Early Proterozoic volcanogenic massive sulfide deposits, Flin Flon, Manitoba: Economic Geology, v. 88, no. 3, p. 566–589.","Massive, dissemination, tabular to lens shaped bodies.  Island arc tholeiite.",600.0,0,101
2647,Sherridon East,VMS,Bimodal-Mafic,Canada,Manitoba,55.11666667,-101.0766667,1800.0,,,,,,,Bimodal-mafic in oceanic arc,Mosier_2009,"Bruce, E.L., 1929, The Sherritt Gordon copper-zinc deposit, northern Manitoba: Economic Geology, v. 24, no. 5, p. 457–469.; Farley, W.J., 1948, Sherritt Gordon mine, in Structural geology of Canadian ore deposits: Canadian Institute of Mining and Metallurgy, p. 292–295.; Galley, Alan, Hannington, Mark, and Jonasson, Ian, 2007, Mineral deposits of Canada—Volcanogenic-associated massive sulfide deposits (VMS): Canada Geological Survey website, http://gsc.nrcan.gc.ca/mindep/synth_dep/vms/ (last accessed October 9, 1908).; Goetz, P.A., and Froese, F., 1982, The Sherritt Gordon massive sulphide deposit, in Hutchinson, R.W., Spence, C.D., and Franklin, J.M., eds., Precambrian sulphide deposits: Geological Association of Canada Special Paper 25, p. 557–569.","Total production from East and West deposits: 7.74 million t @ 2.46% Cu, 2.84% Zn, 0.6 g/t Au, 33 g/t Ag; West and East deposits are 1 km apart, but can’t separate tonnage and grades. Surface gossans.",600.0,0,101
2648,Sherridon West,VMS,Bimodal-Mafic,Canada,Manitoba,55.13583333,-101.1091667,1800.0,,,,,,,Bimodal-mafic in oceanic arc,Mosier_2009,"Bruce, E.L., 1929, The Sherritt Gordon copper-zinc deposit, northern Manitoba: Economic Geology, v. 24, no. 5, p. 457–469.; Farley, W.J., 1948, Sherritt Gordon mine, in Structural geology of Canadian ore deposits: Canadian Institute of Mining and Metallurgy, p. 292–295.; Galley, Alan, Hannington, Mark, and Jonasson, Ian, 2007, Mineral deposits of Canada—Volcanogenic-associated massive sulfide deposits (VMS): Canada Geological Survey website, http://gsc.nrcan.gc.ca/mindep/synth_dep/vms/ (last accessed October 9, 1908).; Goetz, P.A., and Froese, F., 1982, The Sherritt Gordon massive sulphide deposit, in Hutchinson, R.W., Spence, C.D., and Franklin, J.M., eds., Precambrian sulphide deposits: Geological Association of Canada Special Paper 25, p. 557–569.","Total production from East and West deposits: 7.74 million t @ 2.46% Cu, 2.84% Zn, 0.6 g/t Au, 33 g/t Ag; West and East ore bodies are 1 km apart, but can’t separate tonnage. Surface gossans.",600.0,0,101
2649,Sourdough Bay,VMS,Bimodal-Mafic,Canada,Manitoba,54.76333333,-101.6216667,1800.0,,,,0.29,1.46,0.0042339999999999,Bimodal-mafic in oceanic arc,Mosier_2009,"Bailes, A.H., and Syme, E.C., 1980, GS-9 White Lake-Mikanagan Lake project, in Report of field activities 1980: Manitoba Department of Energy and Mines, p. 43–50.; Canada Department of Energy, Mines and Resources, 1980, Canadian mineral deposits not being mined in 1980: Mineral Policy Sector Internal Report MRI 80/7, 294 p.; Gair, J.E., Baldwin, D.A., and Koo, J., 1980, A geological evaluation of Precambrian massive sulphide deposit potential in Manitoba: Manitoba Department of Energy and Mines Economic Geology Report ER79-1, 137 p.; Manitoba Mineral Resources Division, 1979, Geological map of Manitoba: Map 79-2, scale 1:1,000,000.; Manitoba Mineral Resources Division, 1980, Mineral map of Manitoba: Map 80-1, scale 1:1,000,000.;",Massive. Below surface at unknown depth.,600.0,0,101
2650,Spruce Point,VMS,Bimodal-Mafic,Canada,Manitoba,54.57555556,-100.4011111,1800.0,,,,1.931,2.36,0.0455716,Bimodal-mafic in oceanic arc,Mosier_2009,"Aggarwal, P.K., and Longstaffe, F.J., 1987, Oxygen-isotope geochemistry of metamorphosed, massive sulfide deposits of the Flin Flon–Snow Lake Belt, Manitoba: Contributions to Mineralogy and Petrology, v. 96, p. 314–325.; Athayde, P., 1991, Mineral inventory cards (supplement to Economic Geology Report ER79-6)—Flin Flon–Snow Lake, NTS areas 63K/9 to 63K/15: Manitoba Energy and Mines Geological Services Miscellaneous Publication 91-2, pt. A, Mineral Inventory File No. 725, p. 1–6.; Bamburak, J.D., 1977, Important mineral properties of Manitoba: Manitoba Department of Mines, Resources and Environmental Management Open-File Report 77/2, 37 p.; Canada Department of Energy, Mines and Resources, 1980, Canadian mineral deposits not being mined in 1980: Mineral Policy Sector Internal Report MRI 80/7, 294 p.; Leonard, Brad, 2007, Snow Lake project, Snow Lake, Manitoba, Canada: Rockcliff Resources Inc., Independent Technical Report, 91 p.; Manitoba Mineral Resources Division, 1979, Geological map of Manitoba: Map 79-2, scale 1:1,000,000.; Manitoba Mineral Resources Division, 1980, Mineral map of Manitoba: Map 80-1, scale 1:1,000,000.; Syme, E.C., and Bailes, A.H., 1993, Stratigraphic and tectonic setting of Early Proterozoic volcanogenic massive sulfide deposits, Flin Flon, Manitoba: Economic Geology, v. 88, no. 3, p. 566–589.;",Massive lenses. 3 zones. Ore under 3 m of overburden. Island arc tholeiite.,600.0,0,101
